ALDOA,extracellular exosome
ALDOA,extracellular region
ALK,protein-containing complex
ALK,receptor complex
ALK,plasma membrane
ALK,extracellular exosome
ALKBH6,nucleus
ALKBH6,focal adhesion
ALKBH6,nucleoplasm
ALKBH6,cytoplasm
ALMS1,centrosome
ALMS1,centriole
ALMS1,spindle pole
ALMS1,cytosol
ALMS1,cilium
ALOX12,sarcolemma
ALOX12,cytosol
ALOX12,membrane
ALOX12,cytoplasm
ALOX12,extracellular exosome
ALOX12B,cytosol
ALOX12B,perinuclear region of cytoplasm
ALOX12B,intracellular membrane-bounded organelle
ALPK1,spindle pole
ALPK1,cilium
ALPK1,cytosol
ALPK1,centrosome
ALPK2,basolateral plasma membrane
ALS2CL,cytosol
ALS2CL,cytoplasm
ALS2CL,cytoplasmic vesicle
ALX4,nucleus
ALX4,nucleoplasm
ALX4,chromatin
ALX4,transcription regulator complex
ALYREF,cytoplasm
ALYREF,nucleus
ALYREF,nuclear speck
ALYREF,cytosol
ALYREF,catalytic step 2 spliceosome
ALYREF,"chromosome, telomeric region"
ALYREF,membrane
ALYREF,nucleoplasm
ALYREF,exon-exon junction complex
ALYREF,extracellular exosome
ALYREF,transcription export complex
AMER1,cytosol
AMER1,plasma membrane
AMER1,nuclear body
AMER1,intracellular membrane-bounded organelle
AMOT,actin filament
AMOT,external side of plasma membrane
AMOT,COP9 signalosome
AMOT,ruffle
AMOT,bicellular tight junction
AMOT,cytosol
AMOT,lamellipodium
AMOT,cell junction
AMOT,endocytic vesicle
AMOT,plasma membrane
AMOT,nucleoplasm
AMOT,cytoplasmic vesicle
AMOTL1,COP9 signalosome
AMOTL1,bicellular tight junction
AMOTL1,cytosol
AMOTL1,plasma membrane
AMOTL1,cytoplasmic vesicle
AMPH,synaptic vesicle membrane
AMPH,leading edge membrane
AMPH,cytosol
AMPH,plasma membrane
AMPH,actin cytoskeleton
AMPH,synaptic vesicle
AMY2B,extracellular space
AMY2B,extracellular exosome
ANG,growth cone
ANG,nucleus
ANG,neuronal cell body
ANG,cytosol
ANG,angiogenin-PRI complex
ANG,actin cytoskeleton
ANG,nucleolus
ANG,basement membrane
ANG,extracellular space
ANG,chromosome
ANG,cytoplasmic vesicle
ANG,extracellular region
ANGPT1,collagen-containing extracellular matrix
ANGPT1,microvillus
ANGPT1,membrane raft
ANGPT1,plasma membrane
ANGPT1,extracellular space
ANGPT1,extracellular exosome
ANGPT1,extracellular region
ANK1,sarcolemma
ANK1,postsynaptic membrane
ANK1,basolateral plasma membrane
ANK1,neuron projection
ANK1,Z disc
ANK1,cytoplasmic side of plasma membrane
ANK1,ankyrin-1 complex
ANK1,cytosol
ANK1,sarcoplasmic reticulum
ANK1,plasma membrane
ANK1,M band
ANK1,spectrin-associated cytoskeleton
ANK1,cytoskeleton
ANK1,axolemma
ANK2,early endosome
ANK2,lysosome
ANK2,intercalated disc
ANK2,basolateral plasma membrane
ANK2,Z disc
ANK2,cytosol
ANK2,synapse
ANK2,A band
ANK2,axon initial segment
ANK2,membrane
ANK2,plasma membrane
ANK2,cytoskeleton
ANK2,M band
ANK2,T-tubule
ANK2,mitochondrion
ANK2,apical plasma membrane
ANK3,cell surface
ANK3,lysosome
ANK3,basolateral plasma membrane
ANK3,lateral plasma membrane
ANK3,dendrite
ANK3,neuromuscular junction
ANK3,Golgi apparatus
ANK3,bicellular tight junction
ANK3,basal plasma membrane
ANK3,endoplasmic reticulum
ANK3,T-tubule
ANK3,intercalated disc
ANK3,neuron projection
ANK3,axon initial segment
ANK3,sarcoplasmic reticulum
ANK3,node of Ranvier
ANK3,spectrin-associated cytoskeleton
ANK3,sarcolemma
ANK3,postsynaptic membrane
ANK3,Z disc
ANK3,cytosol
ANK3,plasma membrane
ANK3,costamere
ANKLE2,membrane
ANKLE2,endoplasmic reticulum membrane
ANKLE2,endoplasmic reticulum
ANKRD11,cytosol
ANKRD11,nucleus
ANKRD11,nucleoplasm
ANKRD12,cytosol
ANKRD12,nucleoplasm
ANKRD13A,late endosome
ANKRD13A,cytoplasm
ANKRD13A,plasma membrane
ANKRD13A,perinuclear region of cytoplasm
ANKRD16,nucleus
ANKRD16,cytoplasm
ANKRD17,chromatin
ANKRD17,nucleus
ANKRD17,nuclear membrane
ANKRD17,membrane
ANKRD17,nucleoplasm
ANKRD17,cytoplasm
ANKRD17,male germ cell nucleus
ANKRD24,plasma membrane
ANKRD24,stereocilium
ANKRD26,centrosome
ANKRD50,endosome
ANLN,actomyosin contractile ring
ANLN,cytosol
ANLN,actin cytoskeleton
ANLN,midbody
ANLN,bleb
ANLN,nucleoplasm
ANLN,cell cortex
ANO4,plasma membrane
ANPEP,endoplasmic reticulum-Golgi intermediate compartment
ANPEP,secretory granule membrane
ANPEP,external side of plasma membrane
ANPEP,plasma membrane
ANPEP,extracellular exosome
ANPEP,extracellular space
ANPEP,cytoplasm
ANPEP,lysosomal membrane
ANXA2,cell surface
ANXA2,collagen-containing extracellular matrix
ANXA2,basolateral plasma membrane
ANXA2,basement membrane
ANXA2,lipid droplet
ANXA2,late endosome membrane
ANXA2,early endosome
ANXA2,nuclear matrix
ANXA2,midbody
ANXA2,endosome
ANXA2,membrane raft
ANXA2,vesicle
ANXA2,membrane
ANXA2,cytoplasm
ANXA2,lysosomal membrane
ANXA2,extracellular region
ANXA2,cornified envelope
ANXA2,nucleus
ANXA2,cytosol
ANXA2,adherens junction
ANXA2,plasma membrane
ANXA2,extracellular space
ANXA8L1,sarcolemma
ANXA8L1,collagen-containing extracellular matrix
ANXA8L1,cytosol
ANXA8L1,plasma membrane
ANXA8L1,cytoplasm
ANXA8L1,late endosome membrane
AOX1,cytosol
AOX1,extracellular exosome
AP1B1,early endosome
AP1B1,intracellular membrane-bounded organelle
AP1B1,Golgi membrane
AP1B1,Golgi apparatus
AP1B1,cytoplasmic vesicle membrane
AP1B1,cytosol
AP1B1,AP-1 adaptor complex
AP1B1,trans-Golgi network membrane
AP1B1,lysosomal membrane
AP1S1,early endosome
AP1S1,intracellular membrane-bounded organelle
AP1S1,Golgi membrane
AP1S1,Golgi apparatus
AP1S1,cytoplasmic vesicle membrane
AP1S1,cytosol
AP1S1,AP-1 adaptor complex
AP1S1,trans-Golgi network membrane
AP1S1,membrane
AP1S1,lysosomal membrane
AP1S1,clathrin-coated pit
AP2A1,clathrin-coated endocytic vesicle membrane
AP2A1,AP-2 adaptor complex
AP2A1,basolateral plasma membrane
AP2A1,cytoplasmic side of plasma membrane
AP2A1,endocytic vesicle membrane
AP2A1,cytosol
AP2A1,clathrin-coated endocytic vesicle
AP2A1,plasma membrane
AP2A1,postsynapse
AP2A1,clathrin coat of trans-Golgi network vesicle
AP2A1,filopodium tip
AP2A1,membrane
AP2A1,endolysosome membrane
AP2A1,apical plasma membrane
APC,adherens junction
APC,plasma membrane
APC,microtubule
APH1A,endoplasmic reticulum membrane
APH1A,early endosome
APH1A,Golgi cisterna membrane
APH1A,Golgi membrane
APH1A,Golgi apparatus
APH1A,gamma-secretase complex
APH1A,plasma membrane
APH1A,endoplasmic reticulum
APH1A,synaptic vesicle
APH1A,membrane
APH1A,endosome membrane
APH1A,presynaptic membrane
API5,nucleus
API5,nuclear speck
API5,spliceosomal complex
API5,membrane
API5,cytoplasm
APLNR,plasma membrane
APMAP,membrane
APMAP,cell surface
APOB,endoplasmic reticulum membrane
APOB,smooth endoplasmic reticulum
APOB,early endosome
APOB,endoplasmic reticulum lumen
APOB,cytosol
APOB,extracellular space
APOB,lipid droplet
APOB,cytoplasm
APOB,extracellular region
APOBEC2,nucleus
APOBEC2,cytoplasm
APOBEC3B,nucleus
APOBEC3B,nucleoplasm
APOBEC3B,cytoplasm
APOBEC3B,P-body
APOBR,very-low-density lipoprotein particle
APOBR,chylomicron
APOBR,plasma membrane
APOBR,low-density lipoprotein particle
APOBR,membrane
APOL2,membrane
APOL2,endoplasmic reticulum membrane
APOL2,extracellular region
AQP12A,membrane
AQP12A,cytoplasm
AQP7,cell-cell junction
AQP7,basolateral plasma membrane
AQP7,cytoplasmic vesicle membrane
AQP7,plasma membrane
AQP7,lipid droplet
AQP7,cytoplasm
AQP7,cell cortex
ARAF,cytosol
ARAF,cellular_component
ARAF,mitochondrion
AREG,clathrin-coated endocytic vesicle membrane
AREG,endoplasmic reticulum membrane
AREG,cell surface
AREG,nucleus
AREG,ER to Golgi transport vesicle membrane
AREG,extracellular space
AREG,extracellular region
ARFRP1,Golgi apparatus
ARFRP1,cytosol
ARFRP1,trans-Golgi network
ARFRP1,trans-Golgi network membrane
ARFRP1,membrane
ARHGAP26,cytosol
ARHGAP26,cellular_component
ARHGAP26,focal adhesion
ARHGAP26,cytoskeleton
ARHGAP26,endosome membrane
ARHGAP32,fibrillar center
ARHGAP32,endoplasmic reticulum membrane
ARHGAP32,dendritic spine
ARHGAP32,Golgi membrane
ARHGAP32,Golgi apparatus
ARHGAP32,cytosol
ARHGAP32,postsynaptic density
ARHGAP32,actin cytoskeleton
ARHGAP32,nucleoplasm
ARHGAP32,endosome membrane
ARHGAP32,cell cortex
ARHGAP35,ciliary basal body
ARHGAP35,nucleus
ARHGAP35,cytosol
ARHGAP35,plasma membrane
ARHGAP35,actin cytoskeleton
ARHGAP4,growth cone
ARHGAP4,cytosol
ARHGAP4,microtubule
ARHGAP4,nucleoplasm
ARHGAP4,cytoplasm
ARHGAP5,cytosol
ARHGAP5,cytoplasm
ARHGAP5,plasma membrane
ARHGAP5,endoplasmic reticulum
ARHGEF10,cytosol
ARHGEF10,centrosome
ARHGEF10L,cytosol
ARHGEF11,cytosol
ARHGEF11,nucleoplasm
ARHGEF11,cytoplasm
ARHGEF11,plasma membrane
ARHGEF12,cytosol
ARHGEF12,membrane
ARHGEF12,cytoplasm
ARHGEF12,extracellular exosome
ARHGEF18,cytosol
ARHGEF18,cell junction
ARHGEF18,plasma membrane
ARHGEF18,extracellular exosome
ARHGEF18,apical part of cell
ARHGEF18,cytoskeleton
ARHGEF18,apical plasma membrane
ARHGEF25,myofibril
ARHGEF25,cytosol
ARHGEF25,extrinsic component of membrane
ARHGEF25,plasma membrane
ARHGEF25,cytoplasm
ARHGEF25,sarcomere
ARHGEF28,cytosol
ARHGEF28,plasma membrane
ARHGEF3,cytosol
ARHGEF6,cytosol
ARHGEF6,lamellipodium
ARHGEF6,cell-cell junction
ARHGEF6,cytoplasm
ARID1A,chromatin
ARID1A,nucleus
ARID1A,npBAF complex
ARID1A,SWI/SNF complex
ARID1A,brahma complex
ARID1A,bBAF complex
ARID1A,nBAF complex
ARID1A,nucleoplasm
ARID1B,chromatin
ARID1B,npBAF complex
ARID1B,SWI/SNF complex
ARID1B,cytosol
ARID1B,brahma complex
ARID1B,bBAF complex
ARID1B,plasma membrane
ARID1B,nBAF complex
ARID1B,nucleoplasm
ARID2,chromatin
ARID2,nuclear matrix
ARID2,SWI/SNF complex
ARID2,plasma membrane
ARID2,RSC-type complex
ARID2,kinetochore
ARID2,nucleoplasm
ARID3A,cytosol
ARID3A,nucleus
ARID3A,nucleoplasm
ARID3A,membrane raft
ARID3B,nucleus
ARID3B,nucleoplasm
ARID3C,nucleus
ARID3C,cytoplasm
ARID3C,membrane raft
ARID4A,Sin3-type complex
ARID4A,nucleus
ARID4A,transcription repressor complex
ARID4A,plasma membrane
ARID4A,nucleoplasm
ARID4B,Sin3-type complex
ARID4B,nucleus
ARID4B,cytosol
ARID4B,mitochondrion
ARID4B,nucleoplasm
ARID5B,nucleus
ARID5B,nucleoplasm
ARIH1,ubiquitin ligase complex
ARIH1,nuclear body
ARIH1,Lewy body
ARIH1,Cul3-RING ubiquitin ligase complex
ARIH1,nucleus
ARIH1,cytosol
ARIH1,Cul2-RING ubiquitin ligase complex
ARIH1,Cul4A-RING E3 ubiquitin ligase complex
